"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"222712","occ","","","21466","Crocuta crocuta","species","232133","Pliocene","Pleistocene","5.333","0.0117","4469"
"222713","occ","","","21466","Homotherium","genus","41056","Pliocene","Pleistocene","5.333","0.0117","4469"
"222716","occ","","","21466","Megantereon eurynodon","species","129887","Pliocene","Pleistocene","5.333","0.0117","4469"
"222765","occ","","","21473","Crocuta crocuta","species","232133","Pliocene","Pleistocene","5.333","0.0117","4469"
"222766","occ","","","21473","Megantereon","genus","41060","Pliocene","Pleistocene","5.333","0.0117","4469"
"222932","occ","","","21490","Crocuta crocuta","species","232133","Pliocene","Calabrian","5.333","0.781","4455"
"223010","occ","","","21499","Crocuta crocuta","species","232133","Pliocene","Pleistocene","5.333","0.0117","4447"
"223011","occ","","","21499","Homotherium","genus","41056","Pliocene","Pleistocene","5.333","0.0117","4447"
"223025","occ","","","21500","Panthera","genus","41066","Pliocene","Pleistocene","5.333","0.0117","4469"
"223030","occ","","","21500","Dinofelis","genus","41052","Pliocene","Pleistocene","5.333","0.0117","4469"
"223053","occ","","","21502","Crocidura","genus","40463","Pliocene","Calabrian","5.333","0.781","4734"
"223054","occ","","","21502","Crocidura","genus","40463","Pliocene","Calabrian","5.333","0.781","4734"
"223055","occ","","","21502","Scotophilus","genus","40687","Pliocene","Calabrian","5.333","0.781","4734"
"223056","occ","","","21502","Nycteridae","family","66299","Pliocene","Calabrian","5.333","0.781","4734"
"223057","occ","","","21502","Nycteris","genus","103133","Pliocene","Calabrian","5.333","0.781","4734"
"223132","occ","","","21506","Crocuta crocuta","species","232133","Pliocene","Pleistocene","5.333","0.0117","4447"
"223133","occ","","","21506","Aonyx","genus","41092","Pliocene","Pleistocene","5.333","0.0117","4447"
"223158","occ","","","21510","Crocidura","genus","40463","Zanclean","","5.333","3.6","4469"
"223264","occ","","","21545","Crocidura","genus","40463","Gelasian","","2.588","1.806","4769"
"223265","occ","","","21545","Taphozous","genus","40637","Gelasian","","2.588","1.806","4769"
"223267","occ","","","21545","Hipposideros","genus","40649","Gelasian","","2.588","1.806","4769"
"223268","occ","","","21545","Helogale hirtula","species","236849","Gelasian","","2.588","1.806","4769"
"223291","occ","","","21546","Crocidura","genus","40463","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223292","occ","","","21546","Crocidura","genus","40463","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223293","occ","","","21546","Taphozous","genus","40637","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223301","occ","","","21546","Myosorex","genus","40473","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223302","occ","","","21546","Suncus","genus","40490","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223303","occ","","","21546","Suncus","genus","40490","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223304","occ","","","21546","Suncus","genus","40490","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223305","occ","","","21546","Eidolon","genus","158500","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223306","occ","","","21546","Hipposideros","genus","40649","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223307","occ","","","21546","Hipposideros","genus","40649","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223310","occ","","","21546","Helogale","genus","41004","Late Pliocene","Piacenzian","3.6","2.588","4768"
"223753","occ","","","21625","Helogale hirtula","species","236849","Gelasian","","2.588","1.806","4486"
"223780","occ","","","21626","Felidae","family","41045","Gelasian","","2.588","1.806","5263"
"223797","occ","","","21627","Mustelidae","family","41086","Gelasian","","2.588","1.806","4486"
"223799","occ","","","21627","Felidae","family","41045","Gelasian","","2.588","1.806","4486"
"223849","occ","","","21632","Helogale","genus","41004","Gelasian","","2.588","1.806","4769"
"223996","occ","","","21654","Felidae","family","41045","Gelasian","","2.588","1.806","4768"
"224179","occ","","","21681","Helogale hirtula","species","236849","Gelasian","","2.588","1.806","4447"
"224295","occ","10449","","21754","Dinofelis","genus","41052","Pliocene","","5.333","2.588","4447"
"224296","occ","","","21754","Megantereon","genus","41060","Pliocene","","5.333","2.588","4447"
"224305","occ","","","21754","Hyaena","genus","41024","Pliocene","","5.333","2.588","4447"
"224307","occ","","","21754","Percrocuta","genus","41032","Pliocene","","5.333","2.588","4447"
"224310","occ","","","21754","Homotherium","genus","41056","Pliocene","","5.333","2.588","4447"
"224317","occ","","","21754","Enhydriodon","genus","36917","Pliocene","","5.333","2.588","4447"
"224318","occ","","","21754","Felidae","family","41045","Pliocene","","5.333","2.588","4447"
"224323","occ","10459","","21755","Caracal caracal","species","224076","Pliocene","","5.333","2.588","4447"
"224332","occ","","","21755","Hyaena","genus","41024","Pliocene","","5.333","2.588","4447"
"224336","occ","","","21755","Lutra","genus","41122","Pliocene","","5.333","2.588","4447"
"224342","occ","","","21755","Enhydriodon","genus","36917","Pliocene","","5.333","2.588","4447"
"224343","occ","","","21755","Panthera pardus","species","104158","Pliocene","","5.333","2.588","4447"
"224344","occ","","","21755","Viverra leakeyi","species","199983","Pliocene","","5.333","2.588","4447"
"224464","occ","","","21787","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224495","occ","","","21791","Canis mesomelas","species","232943","Pliocene","Calabrian","5.333","0.781","4867"
"224496","occ","","","21791","Crocuta crocuta","species","232133","Pliocene","Calabrian","5.333","0.781","4867"
"224497","occ","","","21791","Panthera leo","species","46521","Pliocene","Calabrian","5.333","0.781","4867"
"224498","occ","","","21791","Panthera pardus","species","104158","Pliocene","Calabrian","5.333","0.781","4867"
"224501","occ","","","21791","Hyaena hyaena","species","104154","Pliocene","Calabrian","5.333","0.781","4867"
"224509","occ","","","21791","Hyaenidae","family","41020","Pliocene","Calabrian","5.333","0.781","4867"
"224512","occ","","","21791","Dinofelis","genus","41052","Pliocene","Calabrian","5.333","0.781","4867"
"224524","occ","12270","","21791","Chasmaporthetes","genus","41023","Pliocene","Calabrian","5.333","0.781","7584"
"224530","occ","","","21791","Canis","genus","41198","Pliocene","Calabrian","5.333","0.781","4867"
"224534","occ","","","21791","Homotherium","genus","41056","Pliocene","Calabrian","5.333","0.781","4867"
"224535","occ","","","21791","Megantereon","genus","41060","Pliocene","Calabrian","5.333","0.781","4867"
"224536","occ","","","21791","Chasmaporthetes","genus","41023","Pliocene","Calabrian","5.333","0.781","4867"
"224537","occ","","","21791","Crocuta","genus","45364","Pliocene","Calabrian","5.333","0.781","4867"
"224538","occ","","","21791","Pachycrocuta","genus","41030","Pliocene","Calabrian","5.333","0.781","4867"
"224542","occ","","","21791","Chasmaporthetes","genus","41023","Pliocene","Calabrian","5.333","0.781","4867"
"224543","occ","","","21791","Felidae","family","41045","Pliocene","Calabrian","5.333","0.781","4867"
"224555","occ","","","21793","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224580","occ","","","21795","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224596","occ","","","21796","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224599","occ","","","21797","Mungos","genus","41009","Piacenzian","","3.6","2.588","4451"
"224612","occ","","","21798","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224626","occ","","","21798","Canidae","family","41189","Piacenzian","","3.6","2.588","4451"
"224671","occ","","","21800","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224675","occ","","","21801","Megantereon","genus","41060","Piacenzian","","3.6","2.588","4451"
"224685","occ","","","21801","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224719","occ","","","21804","Mungos","genus","41009","Gelasian","","2.588","1.806","4451"
"224724","occ","","","21804","Hyaenidae","family","41020","Gelasian","","2.588","1.806","4451"
"224734","occ","","","21804","Cynictis","genus","41002","Gelasian","","2.588","1.806","4451"
"224747","occ","","","21805","Hyaenidae","family","41020","Gelasian","","2.588","1.806","4451"
"224757","occ","","","21805","Crocidura","genus","40463","Gelasian","","2.588","1.806","4451"
"224773","occ","","","21806","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224795","occ","","","21807","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224799","occ","","","21807","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224806","occ","","","21809","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224820","occ","","","21810","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224829","occ","","","21810","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224832","occ","","","21810","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224850","occ","","","21811","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224870","occ","","","21812","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"224879","occ","","","21812","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224884","occ","","","21812","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224897","occ","","","21813","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224914","occ","","","21816","Hyaenidae","family","41020","Gelasian","","2.588","1.806","4451"
"224915","occ","","","21816","Herpestes ichneumon","species","104161","Gelasian","","2.588","1.806","4451"
"224919","occ","","","21816","Herpestes","genus","41005","Gelasian","","2.588","1.806","4451"
"224920","occ","","","21816","Helogale","genus","41004","Gelasian","","2.588","1.806","4451"
"224923","occ","","","21818","Dinofelis","genus","41052","Piacenzian","","3.6","2.588","4451"
"224931","occ","","","21818","Viverra leakeyi","species","199983","Piacenzian","","3.6","2.588","4451"
"224937","occ","","","21818","Otocyon","genus","41228","Piacenzian","","3.6","2.588","4451"
"224939","occ","","","21818","Canidae","family","41189","Piacenzian","","3.6","2.588","4451"
"224940","occ","","","21818","Vulpes","genus","41248","Piacenzian","","3.6","2.588","4451"
"224942","occ","","","21818","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"224947","occ","","","21821","Panthera pardus","species","104158","Pliocene","","5.333","2.588","4867"
"224948","occ","","","21821","Caracal caracal","species","224076","Pliocene","","5.333","2.588","4867"
"224949","occ","","","21821","Acinonyx jubatus","species","224064","Pliocene","","5.333","2.588","4867"
"224951","occ","","","21821","Hyaenidae","family","41020","Pliocene","","5.333","2.588","4867"
"224952","occ","","","21821","Dinofelis","genus","41052","Pliocene","","5.333","2.588","4867"
"224953","occ","","","21821","Megantereon cultridens","species","129878","Pliocene","","5.333","2.588","4867"
"224954","occ","12271","","21821","Chasmaporthetes","genus","41023","Pliocene","","5.333","2.588","7584"
"224962","occ","","","21822","Megantereon","genus","41060","Calabrian","","1.806","0.781","4867"
"224975","occ","","","21822","Canis","genus","41198","Calabrian","","1.806","0.781","4867"
"224976","occ","","","21822","Panthera leo","species","46521","Calabrian","","1.806","0.781","4867"
"224978","occ","","","21822","Proteles","genus","103250","Calabrian","","1.806","0.781","4867"
"224998","occ","","","21824","Panthera leo","species","46521","Early Pleistocene","","2.588","0.781","4896"
"224999","occ","","","21824","Panthera pardus","species","104158","Early Pleistocene","","2.588","0.781","4896"
"225004","occ","","","21824","Caracal caracal","species","224076","Early Pleistocene","","2.588","0.781","4896"
"225007","occ","","","21824","Aonyx capensis","species","157461","Early Pleistocene","","2.588","0.781","4896"
"225008","occ","","","21824","Dinofelis","genus","41052","Early Pleistocene","","2.588","0.781","4896"
"225009","occ","","","21824","Caracal serval","species","224081","Early Pleistocene","","2.588","0.781","4896"
"225010","occ","","","21824","Megantereon","genus","41060","Early Pleistocene","","2.588","0.781","4896"
"225019","occ","","","21824","Canis mesomelas","species","232943","Early Pleistocene","","2.588","0.781","4896"
"225022","occ","","","21824","Hyaenidae","family","41020","Early Pleistocene","","2.588","0.781","4896"
"225027","occ","10774","","21824","Parahyaena brunnea","species","232131","Early Pleistocene","","2.588","0.781","10899"
"225028","occ","","","21824","Herpestes ichneumon","species","104161","Early Pleistocene","","2.588","0.781","4896"
"225040","occ","","","21824","Canis mesomelas","species","232943","Early Pleistocene","","2.588","0.781","4896"
"225041","occ","","","21824","Vulpes","genus","41248","Early Pleistocene","","2.588","0.781","4896"
"225045","occ","","","21824","Proteles","genus","103250","Early Pleistocene","","2.588","0.781","4896"
"225046","occ","","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","4896"
"225055","occ","","","21824","Crocuta crocuta","species","232133","Early Pleistocene","","2.588","0.781","4896"
"225056","occ","","","21824","Crocuta crocuta","species","232133","Early Pleistocene","","2.588","0.781","4896"
"225057","occ","12272","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","7584"
"225058","occ","12273","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","7584"
"225059","occ","12274","","21824","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","7584"
"225060","occ","10775","","21824","Parahyaena brunnea","species","232131","Early Pleistocene","","2.588","0.781","10899"
"225061","occ","","","21824","Hyaenictis","genus","41025","Early Pleistocene","","2.588","0.781","4896"
"225062","occ","","","21824","Proteles","genus","103250","Early Pleistocene","","2.588","0.781","4896"
"225069","occ","","","21824","Canidae","family","41189","Early Pleistocene","","2.588","0.781","4896"
"225075","occ","","","21824","Viverridae","family","40997","Early Pleistocene","","2.588","0.781","4896"
"225084","occ","","","21825","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4892"
"225085","occ","","","21825","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","4892"
"225086","occ","","","21825","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","4892"
"225087","occ","","","21825","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","4892"
"225098","occ","","","21825","Aonyx capensis","species","157461","Pleistocene","","2.588","0.0117","4892"
"225106","occ","","","21825","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4892"
"225110","occ","","","21825","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","4892"
"225117","occ","","","21825","Proteles cristatus","species","232154","Pleistocene","","2.588","0.0117","4892"
"225118","occ","10776","","21825","Parahyaena brunnea","species","232131","Pleistocene","","2.588","0.0117","10899"
"225119","occ","","","21825","Suricata suricatta","species","232148","Pleistocene","","2.588","0.0117","4892"
"225133","occ","","","21825","Chasmaporthetes","genus","41023","Pleistocene","","2.588","0.0117","4892"
"225156","occ","","","21825","Lycaon","genus","41219","Pleistocene","","2.588","0.0117","4892"
"225157","occ","","","21825","Otocyon","genus","41228","Pleistocene","","2.588","0.0117","4892"
"225161","occ","","","21825","Mellivora","genus","41132","Pleistocene","","2.588","0.0117","4892"
"225163","occ","","","21825","Atilax","genus","40999","Pleistocene","","2.588","0.0117","4892"
"225164","occ","","","21825","Herpestes sanguineus","species","232253","Pleistocene","","2.588","0.0117","4892"
"225165","occ","","","21825","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4892"
"225166","occ","","","21825","Canidae","family","41189","Pleistocene","","2.588","0.0117","4892"
"225170","occ","","","21825","Felidae","family","41045","Pleistocene","","2.588","0.0117","4892"
"225172","occ","","","21826","Canis mesomelas","species","232943","Pliocene","Pleistocene","5.333","0.0117","4868"
"225182","occ","","","21826","Panthera pardus","species","104158","Pliocene","Pleistocene","5.333","0.0117","4868"
"225190","occ","","","21827","Canis mesomelas","species","232943","Pliocene","","5.333","2.588","4895"
"225191","occ","","","21827","Panthera pardus","species","104158","Pliocene","","5.333","2.588","4895"
"225215","occ","","","21827","Soricidae","family","40443","Pliocene","","5.333","2.588","4895"
"225223","occ","","","21828","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","4888"
"225224","occ","","","21828","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","4888"
"225230","occ","","","21828","Aonyx capensis","species","157461","Pleistocene","","2.588","0.0117","4888"
"225231","occ","","","21828","Acinonyx jubatus","species","224064","Pleistocene","","2.588","0.0117","4888"
"225238","occ","","","21828","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4888"
"225240","occ","","","21828","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","4888"
"225245","occ","","","21828","Vulpes chama","species","235498","Pleistocene","","2.588","0.0117","4888"
"225246","occ","10777","","21828","Parahyaena brunnea","species","232131","Pleistocene","","2.588","0.0117","10899"
"225247","occ","","","21828","Cynictis penicillata","species","232161","Pleistocene","","2.588","0.0117","4888"
"225248","occ","","","21828","Suricata suricatta","species","232148","Pleistocene","","2.588","0.0117","4888"
"225254","occ","","","21828","Megantereon cultridens","species","129878","Pleistocene","","2.588","0.0117","4888"
"225255","occ","","","21828","Proteles","genus","103250","Pleistocene","","2.588","0.0117","4888"
"225256","occ","","","21828","Chasmaporthetes","genus","41023","Pleistocene","","2.588","0.0117","4888"
"225267","occ","","","21828","Herpestidae","family","199984","Pleistocene","","2.588","0.0117","4888"
"225273","occ","","","21828","Atilax","genus","40999","Pleistocene","","2.588","0.0117","4888"
"225274","occ","","","21828","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4888"
"225276","occ","","","21828","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","4888"
"225277","occ","","","21828","Canidae","family","41189","Pleistocene","","2.588","0.0117","4888"
"225278","occ","","","21828","Genetta tigrina","species","232091","Pleistocene","","2.588","0.0117","4888"
"225279","occ","","","21828","Manis","genus","43677","Pleistocene","","2.588","0.0117","4888"
"225285","occ","","","21828","Canidae","family","41189","Pleistocene","","2.588","0.0117","4888"
"225293","occ","","","21829","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","4895"
"225303","occ","","","21829","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","4895"
"225305","occ","","","21829","Hyaenidae","family","41020","Pleistocene","","2.588","0.0117","4895"
"225308","occ","","","21829","Proteles cristatus","species","232154","Pleistocene","","2.588","0.0117","4895"
"225309","occ","","","21829","Suricata suricatta","species","232148","Pleistocene","","2.588","0.0117","4895"
"225324","occ","","","21829","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4895"
"225330","occ","","","21829","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4895"
"225335","occ","","","21829","Canidae","family","41189","Pleistocene","","2.588","0.0117","4895"
"225336","occ","","","21829","Canidae","family","41189","Pleistocene","","2.588","0.0117","4895"
"225349","occ","","","21830","Hyaenidae","family","41020","Zanclean","Piacenzian","5.333","2.588","4451"
"225354","occ","","","21830","Felidae","family","41045","Zanclean","Piacenzian","5.333","2.588","4451"
"225370","occ","","","21831","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"225382","occ","","","21831","Felidae","family","41045","Piacenzian","","3.6","2.588","4451"
"225413","occ","","","21832","Crocuta","genus","45364","Piacenzian","","3.6","2.588","4451"
"225414","occ","","","21832","Hyaenidae","family","41020","Piacenzian","","3.6","2.588","4451"
"225485","occ","","","21838","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","4919"
"225538","occ","","","21843","Genetta","genus","41003","Pleistocene","","2.588","0.0117","4919"
"225544","occ","","","21843","Viverridae","family","40997","Pleistocene","","2.588","0.0117","4919"
"225589","occ","","","21863","Herpestes ichneumon","species","104161","Pleistocene","","2.588","0.0117","5217"
"225593","occ","","","21864","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","5217"
"225597","occ","","","21864","Vulpes chama","species","235498","Pleistocene","","2.588","0.0117","5217"
"225598","occ","","","21864","Herpestes ichneumon","species","104161","Pleistocene","","2.588","0.0117","5217"
"225604","occ","","","21865","Canis aureus","species","104156","Pleistocene","Holocene","2.588","0","5217"
"225609","occ","","","21884","Crocuta crocuta","species","232133","Pleistocene","Holocene","2.588","0","5223"
"225610","occ","","","21884","Felis libyca","species","224043","Pleistocene","Holocene","2.588","0","5223"
"225622","occ","","","21884","Vulpes vulpes","species","44890","Pleistocene","Holocene","2.588","0","5223"
"225624","occ","","","21884","Canis","genus","41198","Pleistocene","Holocene","2.588","0","5223"
"225625","occ","","","21884","Mustelidae","family","41086","Pleistocene","Holocene","2.588","0","5223"
"225626","occ","","","21884","Ursus","genus","41331","Pleistocene","Holocene","2.588","0","5223"
"225635","occ","","","21901","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","5209"
"225642","occ","","","21902","Canis","genus","41198","Holocene","","0.0117","0","5230"
"225644","occ","","","21902","Hyaena hyaena","species","104154","Holocene","","0.0117","0","5230"
"225648","occ","","","21902","Genetta","genus","41003","Holocene","","0.0117","0","5230"
"225666","occ","","","21902","Viverridae","family","40997","Holocene","","0.0117","0","5230"
"225673","occ","","","21903","Canis","genus","41198","Holocene","","0.0117","0","5230"
"225674","occ","","","21903","Mellivora capensis","species","232915","Holocene","","0.0117","0","5230"
"225675","occ","","","21903","Felidae","family","41045","Holocene","","0.0117","0","5230"
"225677","occ","","","21903","Herpestes sanguineus","species","232253","Holocene","","0.0117","0","5230"
"225682","occ","","","21903","Genetta","genus","41003","Holocene","","0.0117","0","5230"
"225689","occ","","","21903","Viverridae","family","40997","Holocene","","0.0117","0","5230"
"225717","occ","","","21904","Felis silvestris","species","224042","Holocene","","0.0117","0","5230"
"225724","occ","","","21904","Viverridae","family","40997","Holocene","","0.0117","0","5230"
"225737","occ","","","21921","Canis","genus","41198","Holocene","","0.0117","0","5218"
"225738","occ","","","21921","Mellivora capensis","species","232915","Holocene","","0.0117","0","5218"
"225747","occ","","","21921","Arctocephalus pusillus","species","134392","Holocene","","0.0117","0","5218"
"225754","occ","","","21922","Canis","genus","41198","Holocene","","0.0117","0","5236"
"225755","occ","","","21922","Mellivora capensis","species","232915","Holocene","","0.0117","0","5236"
"225756","occ","","","21922","Panthera pardus","species","104158","Holocene","","0.0117","0","5236"
"225757","occ","","","21922","Caracal caracal","species","224076","Holocene","","0.0117","0","5236"
"225763","occ","","","21922","Herpestes ichneumon","species","104161","Holocene","","0.0117","0","5236"
"225767","occ","","","21922","Arctocephalus pusillus","species","134392","Holocene","","0.0117","0","5236"
"225770","occ","","","21922","Herpestes pulverulentus","species","235503","Holocene","","0.0117","0","5236"
"225779","occ","","","21924","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","5237"
"225780","occ","","","21924","Mellivora capensis","species","232915","Pleistocene","Holocene","2.588","0","5237"
"225781","occ","","","21924","Crocuta crocuta","species","232133","Pleistocene","Holocene","2.588","0","5237"
"225782","occ","","","21924","Felis libyca","species","224043","Pleistocene","Holocene","2.588","0","5237"
"225784","occ","","","21924","Otocyon megalotis","species","232958","Pleistocene","Holocene","2.588","0","5237"
"225787","occ","","","21924","Aonyx capensis","species","157461","Pleistocene","Holocene","2.588","0","5237"
"225788","occ","","","21924","Genetta genetta","species","104164","Pleistocene","Holocene","2.588","0","5237"
"225793","occ","","","21924","Mungos mungo","species","206189","Pleistocene","Holocene","2.588","0","5237"
"225796","occ","","","21924","Herpestes ichneumon","species","104161","Pleistocene","Holocene","2.588","0","5237"
"225805","occ","","","21925","Mellivora capensis","species","232915","Pleistocene","Holocene","2.588","0","5237"
"225806","occ","","","21925","Panthera pardus","species","104158","Pleistocene","Holocene","2.588","0","5237"
"225807","occ","","","21925","Herpestes sanguineus","species","232253","Pleistocene","Holocene","2.588","0","5237"
"225809","occ","10778","","21925","Parahyaena brunnea","species","232131","Pleistocene","Holocene","2.588","0","10899"
"225845","occ","","","21929","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5238"
"225846","occ","","","21929","Mellivora capensis","species","232915","Pleistocene","","2.588","0.0117","5238"
"225847","occ","","","21929","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","5238"
"225848","occ","","","21929","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","5238"
"225849","occ","","","21929","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","5238"
"225850","occ","","","21929","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","5238"
"225853","occ","","","21929","Lycaon pictus","species","231462","Pleistocene","","2.588","0.0117","5238"
"225857","occ","","","21929","Aonyx capensis","species","157461","Pleistocene","","2.588","0.0117","5238"
"225858","occ","","","21929","Ictonyx striatus","species","232913","Pleistocene","","2.588","0.0117","5238"
"225859","occ","","","21929","Acinonyx jubatus","species","224064","Pleistocene","","2.588","0.0117","5238"
"225860","occ","","","21929","Caracal serval","species","224081","Pleistocene","","2.588","0.0117","5238"
"225866","occ","","","21929","Vulpes chama","species","235498","Pleistocene","","2.588","0.0117","5238"
"225867","occ","10779","","21929","Parahyaena brunnea","species","232131","Pleistocene","","2.588","0.0117","10899"
"225868","occ","","","21929","Genetta tigrina","species","232091","Pleistocene","","2.588","0.0117","5238"
"225874","occ","","","21929","Herpestes ichneumon","species","104161","Pleistocene","","2.588","0.0117","5238"
"225883","occ","","","21929","Arctocephalus pusillus","species","134392","Pleistocene","","2.588","0.0117","5238"
"225888","occ","","","21929","Lobodon carcinophaga","species","94090","Pleistocene","","2.588","0.0117","5238"
"225889","occ","","","21929","Herpestes","genus","41005","Pleistocene","","2.588","0.0117","5238"
"225909","occ","","","21933","Crocuta crocuta","species","232133","Holocene","","0.0117","0","5243"
"225910","occ","","","21933","Panthera pardus","species","104158","Holocene","","0.0117","0","5243"
"226004","occ","","","21952","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","5251"
"226005","occ","","","21952","Mellivora capensis","species","232915","Pleistocene","Holocene","2.588","0","5251"
"226006","occ","","","21952","Felis libyca","species","224043","Pleistocene","Holocene","2.588","0","5251"
"226016","occ","","","21952","Ictonyx striatus","species","232913","Pleistocene","Holocene","2.588","0","5251"
"226020","occ","","","21952","Genetta","genus","41003","Pleistocene","Holocene","2.588","0","5251"
"226022","occ","10780","","21952","Parahyaena brunnea","species","232131","Pleistocene","Holocene","2.588","0","10899"
"226033","occ","","","21952","Arctocephalus pusillus","species","134392","Pleistocene","Holocene","2.588","0","5251"
"226036","occ","","","21952","Mirounga leonina","species","72266","Pleistocene","Holocene","2.588","0","5251"
"226039","occ","","","21952","Herpestes","genus","41005","Pleistocene","Holocene","2.588","0","5251"
"226049","occ","","","21955","Manis","genus","43677","Holocene","","0.0117","0","5237"
"226061","occ","","","21956","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","5255"
"226062","occ","","","21956","Mellivora capensis","species","232915","Pleistocene","","2.588","0.0117","5255"
"226063","occ","","","21956","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","5255"
"226064","occ","","","21956","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","5255"
"226065","occ","","","21956","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","5255"
"226066","occ","","","21956","Felis libyca","species","224043","Pleistocene","","2.588","0.0117","5255"
"226068","occ","","","21956","Lycaon pictus","species","231462","Pleistocene","","2.588","0.0117","5255"
"226069","occ","","","21956","Otocyon megalotis","species","232958","Pleistocene","","2.588","0.0117","5255"
"226070","occ","","","21956","Caracal caracal","species","224076","Pleistocene","","2.588","0.0117","5255"
"226079","occ","","","21956","Aonyx capensis","species","157461","Pleistocene","","2.588","0.0117","5255"
"226080","occ","","","21956","Acinonyx jubatus","species","224064","Pleistocene","","2.588","0.0117","5255"
"226086","occ","","","21956","Genetta","genus","41003","Pleistocene","","2.588","0.0117","5255"
"226088","occ","","","21956","Felis nigripes","species","224046","Pleistocene","","2.588","0.0117","5255"
"226089","occ","","","21956","Vulpes chama","species","235498","Pleistocene","","2.588","0.0117","5255"
"226090","occ","10781","","21956","Parahyaena brunnea","species","232131","Pleistocene","","2.588","0.0117","10899"
"226091","occ","","","21956","Cynictis penicillata","species","232161","Pleistocene","","2.588","0.0117","5255"
"226092","occ","","","21956","Suricata suricatta","species","232148","Pleistocene","","2.588","0.0117","5255"
"226095","occ","","","21956","Herpestes ichneumon","species","104161","Pleistocene","","2.588","0.0117","5255"
"226100","occ","","","21956","Atilax paludinosus","species","232106","Pleistocene","","2.588","0.0117","5255"
