Species	Status	min_age	max_age
Viverridae	extinct	2.588	23.03
Mustelidae	extinct	2.588	23.03
Ursidae	extinct	2.588	23.03
Phocidae	extinct	2.588	23.03
Enhydriodon_africanus	extinct	2.588	23.03
Caracal_caracal	extant	2.588	23.03
Suncus	extinct	2.588	23.03
Hyaenidae	extinct	2.588	23.03
Machairodus	extinct	2.588	23.03
Homiphoca_capensis	extinct	2.588	23.03
Hyaena	extinct	2.588	23.03
Parahyaena_brunnea	extant	0.0117	23.03
Felidae	extinct	2.588	5.333
Viverridae	extinct	2.588	5.333
Parahyaena	extinct	2.588	5.333
Enhydriodon	extinct	2.588	5.333
Dinofelis	extinct	2.588	11.62
Machairodontinae	extinct	2.588	11.62
Hyaenidae	extinct	2.588	11.62
Felidae	extinct	2.588	11.62
Civettictis	extinct	2.588	11.62
Dinofelis	extinct	2.588	11.608
Crocuta	extinct	0.781	7.246
Pachycrocuta	extinct	0.781	7.246
Enhydriodon	extinct	0.781	7.246
Crocuta_crocuta	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Soricidae	extinct	0.0117	2.588
Ichneumia	extinct	0.0117	2.588
Carnivora	extinct	5.333	7.246
Homotherium	extinct	5.333	7.246
Pachycrocuta	extinct	5.333	7.246
Arctoidea	extinct	5.333	7.246
Enhydriodon	extinct	5.333	7.246
Atilax	extinct	5.333	7.246
Canidae	extinct	5.333	7.246
Felidae	extinct	5.333	7.246
Crocuta	extinct	5.333	7.246
Ichneumia	extinct	5.333	7.246
Carnivora	extinct	3.6	5.333
Hyaenidae	extinct	3.6	5.333
Panthera	extinct	3.6	5.333
Enhydriodon	extinct	3.6	5.333
Felidae	extinct	3.6	5.333
Carnivora	extinct	11.62	13.82
Canidae	extinct	11.62	13.82
Hyaenidae	extinct	0.0117	2.588
Amphicyonidae	extinct	11.62	15.97
Felidae	extinct	5.333	7.246
Enhydriodon	extinct	5.333	7.246
Megantereon	extinct	2.588	5.333
Homotherium	extinct	2.588	5.333
Canidae	extinct	2.588	5.333
Civettictis_civetta	extant	2.588	5.333
Parahyaena_brunnea	extant	0.0117	5.333
Dinofelis	extinct	3.6	5.333
Felidae	extinct	3.6	5.333
Hyaenidae	extinct	3.6	5.333
Mustelidae	extinct	3.6	5.333
Soricidae	extinct	3.6	5.333
Felis_libyca	extant	2.588	3.6
Caracal_caracal	extant	2.588	3.6
Acinonyx_jubatus	extant	2.588	3.6
Caracal_serval	extant	2.588	3.6
Megantereon	extinct	2.588	3.6
Felis	extinct	2.588	3.6
Canis_mesomelas	extant	2.588	3.6
Homotherium	extinct	2.588	5.333
Crocuta_crocuta	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Canis_aureus	extant	0.0117	2.588
Lycaon	extinct	0.0117	2.588
Vulpes	extinct	0.0117	2.588
Dinofelis	extinct	0.781	2.588
Dinofelis	extinct	0.781	1.806
Hyaena	extinct	2.588	5.333
Felis	extinct	2.588	5.333
Enhydriodon	extinct	2.588	5.333
Canis	extinct	0.0117	2.588
Hyaena_hyaena	extant	0	2.588
Panthera_pardus	extant	0.781	2.588
Crocuta_crocuta	extant	0.781	2.588
Panthera_pardus	extant	0.781	2.588
Crocuta_crocuta	extant	0.781	2.588
Crocuta_crocuta	extant	0.781	1.806
Vulpes	extinct	0.781	1.806
Felis	extinct	0.781	1.806
Hyaena	extinct	5.333	7.246
Enhydriodon	extinct	5.333	7.246
Lutra	extinct	5.333	7.246
Pliophoca_etrusca	extinct	5.333	7.246
Machairodus	extinct	5.333	7.246
Crocuta	extinct	1.806	2.588
Herpestes	extinct	1.806	2.588
Felidae	extinct	1.806	2.588
Felidae	extinct	1.806	2.588
Canis_mesomelas	extant	1.806	2.588
Crocuta	extinct	1.806	2.588
Pseudocivetta	extinct	1.806	2.588
Canidae	extinct	0.781	1.806
Caracal_serval	extant	0.781	1.806
Viverridae	extinct	0.781	1.806
Machairodontinae	extinct	0.781	1.806
Canis_mesomelas	extant	0.781	2.588
Crocuta	extinct	0.781	2.588
Crocuta	extinct	0.781	2.588
Suncus	extinct	0.781	2.588
Chiroptera	extinct	0.781	2.588
Crocuta	extinct	0.0117	2.588
Archaeonycteris	extinct	40.4	48.6
Palaeochiropteryx	extinct	40.4	48.6
Monachinae	extinct	2.588	3.6
Genetta	extinct	11.62	13.82
Amphicyonidae	extinct	11.62	13.82
Percrocuta	extinct	11.62	13.82
Amphicyonidae	extinct	11.62	13.82
Chiroptera	extinct	11.62	13.82
Soricidae	extinct	0.781	2.588
Genetta	extinct	0	2.588
Cynictis_penicillata	extant	0	0.0117
Herpestes_ichneumon	extant	0	0.0117
Canis	extinct	0	0.0117
Vulpes_chama	extant	0	0.0117
Atilax_paludinosus	extant	0	0.0117
Arctocephalus_pusillus	extant	0	0.0117
Canis	extinct	0	0.0117
Caracal_caracal	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Vulpes_chama	extant	0.0117	2.588
Cynictis_penicillata	extant	0.0117	2.588
Caracal_caracal	extant	0	2.588
Cynictis_penicillata	extant	0	2.588
Canis	extinct	0	0.0117
Felis_silvestris	extant	0	0.0117
Canis_aureus	extant	0.0117	2.588
Vulpes	extinct	0.0117	2.588
Vulpes_chama	extant	0	0.0117
Felis_libyca	extant	0	2.588
Vulpes_chama	extant	0	2.588
Canis	extinct	0	2.588
Panthera_leo	extant	0	0.0117
Canis_familiaris	extant	0	0.0117
Herpestes_sanguineus	extant	0	0.0117
Tadarida	extinct	0	0.0117
Crocidura	extinct	0	0.0117
Crocidura	extinct	0	0.0117
Crocidura	extinct	0	0.0117
Crocuta_crocuta	extant	0	0.0117
Herpestes_sanguineus	extant	0	0.0117
Felis_libyca	extant	0	0.0117
Otocyon_megalotis	extant	0	0.0117
Vulpes_chama	extant	0	0.0117
Crocidura	extinct	0	0.0117
Canis_mesomelas	extant	0	0.0117
Felis_silvestris	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Canis	extinct	0	0.0117
Vulpes_chama	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Canis	extinct	0	0.0117
Panthera_pardus	extant	0	0.0117
Vulpes_chama	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Manis	extinct	0	0.0117
Herpestes_ichneumon	extant	0	0.0117
Canis_mesomelas	extant	0.0117	2.588
Viverridae	extinct	0.0117	2.588
Canis_mesomelas	extant	0.0117	2.588
Mellivora_capensis	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Felis_libyca	extant	0.0117	2.588
Caracal_caracal	extant	0.0117	2.588
Aonyx_capensis	extant	0.0117	2.588
Parahyaena_brunnea	extant	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Atilax_paludinosus	extant	0.0117	2.588
Arctocephalus_pusillus	extant	0.0117	2.588
Herpestes_pulverulentus	extant	0.0117	2.588
Mirounga_leonina	extant	0.0117	2.588
Caracal_caracal	extant	0	0.0117
Genetta_genetta	extant	0	0.0117
Arctocephalus_pusillus	extant	0	0.0117
Canis_mesomelas	extant	0	0.0117
Panthera_pardus	extant	0	0.0117
Aonyx_capensis	extant	0	0.0117
Genetta	extinct	0	0.0117
Arctocephalus_pusillus	extant	0	0.0117
Arctocephalus_pusillus	extant	0	0.0117
Mirounga_leonina	extant	0	0.0117
Mellivora_capensis	extant	0	0.0117
Felis_libyca	extant	0	0.0117
Caracal_caracal	extant	0	0.0117
Genetta_genetta	extant	0	0.0117
Herpestes_pulverulentus	extant	0	0.0117
Canis_mesomelas	extant	0.0117	2.588
Mellivora_capensis	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Felis_libyca	extant	0.0117	2.588
Lycaon_pictus	extant	0.0117	2.588
Aonyx_capensis	extant	0.0117	2.588
Ictonyx_striatus	extant	0.0117	2.588
Caracal_serval	extant	0.0117	2.588
Vulpes_chama	extant	0.0117	2.588
Parahyaena_brunnea	extant	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Atilax_paludinosus	extant	0.0117	2.588
Panthera_pardus	extant	0	0.0117
Felis_libyca	extant	0	0.0117
Caracal_caracal	extant	0	0.0117
Vulpes_chama	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Panthera_pardus	extant	0	0.0117
Aonyx_capensis	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Aonyx_capensis	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Atilax_paludinosus	extant	0	0.0117
Canis	extinct	0	0.0117
Felis_libyca	extant	0	0.0117
Aonyx_capensis	extant	0	0.0117
Vulpes_chama	extant	0	0.0117
Cynictis_penicillata	extant	0	0.0117
Vulpes_chama	extant	0	0.0117
Canis_mesomelas	extant	0	2.588
Mellivora_capensis	extant	0	2.588
Panthera_pardus	extant	0	2.588
Felis_libyca	extant	0	2.588
Caracal_caracal	extant	0	2.588
Genetta	extinct	0	2.588
Herpestes_ichneumon	extant	0	2.588
Herpestes_pulverulentus	extant	0	2.588
Mellivora_capensis	extant	0	2.588
Panthera_pardus	extant	0	2.588
Felis_libyca	extant	0	2.588
Lycaon_pictus	extant	0	2.588
Herpestes_pulverulentus	extant	0	2.588
Canis_mesomelas	extant	0	2.588
Panthera_leo	extant	0	2.588
Felis_libyca	extant	0	2.588
Caracal_caracal	extant	0	2.588
Herpestes_pulverulentus	extant	0	2.588
Canis_mesomelas	extant	0	2.588
Mellivora_capensis	extant	0	2.588
Panthera_pardus	extant	0	2.588
Felis_libyca	extant	0	2.588
Caracal_caracal	extant	0	2.588
Aonyx_capensis	extant	0	2.588
Parahyaena_brunnea	extant	0	2.588
Herpestes_ichneumon	extant	0	2.588
Atilax_paludinosus	extant	0	2.588
Arctocephalus_pusillus	extant	0	2.588
Herpestes_pulverulentus	extant	0	2.588
Canis_mesomelas	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Megantereon	extinct	0.0117	5.333
Rhinolophus	extinct	0.0117	5.333
Myosorex	extinct	0.0117	5.333
Suncus	extinct	0.0117	5.333
Eptesicus	extinct	0.0117	5.333
Myotis	extinct	0.0117	5.333
Myotis	extinct	0.0117	5.333
Soricidae	extinct	0.0117	5.333
Nycteris	extinct	2.588	5.333
Suncus	extinct	2.588	5.333
Eptesicus	extinct	2.588	5.333
Rhinolophus	extinct	2.588	5.333
Rhinolophus	extinct	2.588	5.333
Diplomesodon	extinct	2.588	5.333
Myosorex	extinct	2.588	5.333
Suncus	extinct	2.588	5.333
Eptesicus	extinct	2.588	5.333
Miniopterus	extinct	2.588	5.333
Helogale	extinct	2.588	5.333
Suncus	extinct	2.588	5.333
Eptesicus	extinct	2.588	5.333
Rhinolophus	extinct	2.588	5.333
Rhinolophus	extinct	2.588	5.333
Diplomesodon	extinct	2.588	5.333
Eptesicus	extinct	2.588	5.333
Miniopterus	extinct	2.588	5.333
Megadermatidae	extinct	2.588	5.333
Suncus	extinct	2.588	5.333
Rhinolophus	extinct	2.588	5.333
Myosorex	extinct	2.588	5.333
Canis_mesomelas	extant	0.0117	0.781
Canis_adustus	extant	0.0117	0.781
Canis	extinct	0.0117	0.781
Otocyon	extinct	0.0117	0.781
Canidae	extinct	0.0117	0.781
Mellivora_capensis	extant	0.0117	0.781
Crocuta_crocuta	extant	0.0117	0.781
Panthera_leo	extant	0.0117	0.781
Panthera_pardus	extant	0.0117	0.781
Felis_libyca	extant	0.0117	0.781
Felidae	extinct	0.0117	0.781
Caracal_caracal	extant	0.0117	0.781
Ichneumia_albicauda	extant	0.0117	0.781
Canis_mesomelas	extant	0.0117	0.781
Canis	extinct	0.0117	0.781
Mellivora_capensis	extant	0.0117	0.781
Panthera_leo	extant	0.0117	0.781
Lycaon_pictus	extant	0.0117	0.781
Otocyon_megalotis	extant	0.0117	0.781
Hyaena_hyaena	extant	0.0117	0.781
Ichneumia_albicauda	extant	0.0117	0.781
Mungos	extinct	1.806	2.588
Crocuta	extinct	1.806	2.588
Crocuta	extinct	1.806	2.588
Carnivora	extinct	1.806	2.588
Crocuta	extinct	1.806	2.588
Homotherium	extinct	1.806	2.588
Hyaena_hyaena	extant	0.781	3.6
Homotherium	extinct	0.781	3.6
Hyaena_hyaena	extant	0.781	3.6
Canis_mesomelas	extant	0.781	1.806
Canis_mesomelas	extant	1.806	2.588
Crocuta_crocuta	extant	1.806	2.588
Hyaena_hyaena	extant	1.806	2.588
Carnivora	extinct	1.806	2.588
Carnivora	extinct	2.588	3.6
Creodonta	extinct	11.62	13.82
Creodonta	extinct	11.62	13.82
Carnivora	extinct	1.806	2.588
Felidae	extinct	1.806	3.6
Hyaenidae	extinct	1.806	3.6
Carnivora	extinct	1.806	2.588
Homotherium	extinct	1.806	2.588
Crocuta_crocuta	extant	0.781	1.806
Hyaena_hyaena	extant	1.806	2.588
Crocuta	extinct	1.806	2.588
Civettictis	extinct	1.806	2.588
Dinofelis	extinct	1.806	2.588
Crocuta_crocuta	extant	0.0117	5.333
Homotherium	extinct	0.0117	5.333
Megantereon	extinct	0.0117	5.333
Panthera	extinct	0.0117	5.333
Aonyx	extinct	0.781	5.333
Lutra	extinct	0.781	5.333
Pseudocivetta	extinct	0.781	5.333
Crocuta_crocuta	extant	0.0117	5.333
Pseudocivetta	extinct	0.0117	5.333
Megantereon	extinct	0.0117	5.333
Homotherium	extinct	3.6	5.333
Homotherium	extinct	0.0117	5.333
Megantereon	extinct	0.0117	5.333
Dinofelis	extinct	0.0117	5.333
Panthera_leo	extant	0.0117	5.333
Megantereon	extinct	0.781	1.806
Crocuta_crocuta	extant	0.0117	5.333
Megantereon	extinct	0.0117	5.333
Panthera_leo	extant	0.0117	5.333
Dinofelis	extinct	0.0117	5.333
Crocuta_crocuta	extant	0.0117	5.333
Crocuta_crocuta	extant	0.0117	5.333
Pseudocivetta	extinct	0.0117	5.333
Genetta_genetta	extant	0.0117	5.333
Crocuta_crocuta	extant	0.0117	5.333
Homotherium	extinct	0.0117	5.333
Megantereon_eurynodon	extinct	0.0117	5.333
Crocuta_crocuta	extant	0.0117	5.333
Megantereon	extinct	0.0117	5.333
Crocuta_crocuta	extant	0.781	5.333
Crocuta_crocuta	extant	0.0117	5.333
Homotherium	extinct	0.0117	5.333
Panthera	extinct	0.0117	5.333
Dinofelis	extinct	0.0117	5.333
Crocidura	extinct	0.781	5.333
Crocidura	extinct	0.781	5.333
Scotophilus	extinct	0.781	5.333
Nycteridae	extinct	0.781	5.333
Nycteris	extinct	0.781	5.333
Crocuta_crocuta	extant	0.0117	5.333
Aonyx	extinct	0.0117	5.333
Crocidura	extinct	3.6	5.333
Crocidura	extinct	1.806	2.588
Taphozous	extinct	1.806	2.588
Hipposideros	extinct	1.806	2.588
Helogale_hirtula	extinct	1.806	2.588
Crocidura	extinct	2.588	3.6
Crocidura	extinct	2.588	3.6
Taphozous	extinct	2.588	3.6
Myosorex	extinct	2.588	3.6
Suncus	extinct	2.588	3.6
Suncus	extinct	2.588	3.6
Suncus	extinct	2.588	3.6
Eidolon	extinct	2.588	3.6
Hipposideros	extinct	2.588	3.6
Hipposideros	extinct	2.588	3.6
Helogale	extinct	2.588	3.6
Helogale_hirtula	extinct	1.806	2.588
Felidae	extinct	1.806	2.588
Mustelidae	extinct	1.806	2.588
Felidae	extinct	1.806	2.588
Helogale	extinct	1.806	2.588
Felidae	extinct	1.806	2.588
Helogale_hirtula	extinct	1.806	2.588
Dinofelis	extinct	2.588	5.333
Megantereon	extinct	2.588	5.333
Hyaena	extinct	2.588	5.333
Percrocuta	extinct	2.588	5.333
Homotherium	extinct	2.588	5.333
Enhydriodon	extinct	2.588	5.333
Felidae	extinct	2.588	5.333
Caracal_caracal	extant	2.588	5.333
Hyaena	extinct	2.588	5.333
Lutra	extinct	2.588	5.333
Enhydriodon	extinct	2.588	5.333
Panthera_pardus	extant	2.588	5.333
Viverra_leakeyi	extinct	2.588	5.333
Hyaenidae	extinct	2.588	3.6
Canis_mesomelas	extant	0.781	5.333
Crocuta_crocuta	extant	0.781	5.333
Panthera_leo	extant	0.781	5.333
Panthera_pardus	extant	0.781	5.333
Hyaena_hyaena	extant	0.781	5.333
Hyaenidae	extinct	0.781	5.333
Dinofelis	extinct	0.781	5.333
Chasmaporthetes	extinct	0.781	5.333
Canis	extinct	0.781	5.333
Homotherium	extinct	0.781	5.333
Megantereon	extinct	0.781	5.333
Chasmaporthetes	extinct	0.781	5.333
Crocuta	extinct	0.781	5.333
Pachycrocuta	extinct	0.781	5.333
Chasmaporthetes	extinct	0.781	5.333
Felidae	extinct	0.781	5.333
Hyaenidae	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Mungos	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Canidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Megantereon	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Mungos	extinct	1.806	2.588
Hyaenidae	extinct	1.806	2.588
Cynictis	extinct	1.806	2.588
Hyaenidae	extinct	1.806	2.588
Crocidura	extinct	1.806	2.588
Hyaenidae	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Hyaenidae	extinct	1.806	2.588
Herpestes_ichneumon	extant	1.806	2.588
Herpestes	extinct	1.806	2.588
Helogale	extinct	1.806	2.588
Dinofelis	extinct	2.588	3.6
Viverra_leakeyi	extinct	2.588	3.6
Otocyon	extinct	2.588	3.6
Canidae	extinct	2.588	3.6
Vulpes	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Panthera_pardus	extant	2.588	5.333
Caracal_caracal	extant	2.588	5.333
Acinonyx_jubatus	extant	2.588	5.333
Hyaenidae	extinct	2.588	5.333
Dinofelis	extinct	2.588	5.333
Megantereon_cultridens	extinct	2.588	5.333
Chasmaporthetes	extinct	2.588	5.333
Megantereon	extinct	0.781	1.806
Canis	extinct	0.781	1.806
Panthera_leo	extant	0.781	1.806
Proteles	extinct	0.781	1.806
Panthera_leo	extant	0.781	2.588
Panthera_pardus	extant	0.781	2.588
Caracal_caracal	extant	0.781	2.588
Aonyx_capensis	extant	0.781	2.588
Dinofelis	extinct	0.781	2.588
Caracal_serval	extant	0.781	2.588
Megantereon	extinct	0.781	2.588
Canis_mesomelas	extant	0.781	2.588
Hyaenidae	extinct	0.781	2.588
Parahyaena_brunnea	extant	0.781	2.588
Herpestes_ichneumon	extant	0.781	2.588
Canis_mesomelas	extant	0.781	2.588
Vulpes	extinct	0.781	2.588
Proteles	extinct	0.781	2.588
Chasmaporthetes	extinct	0.781	2.588
Crocuta_crocuta	extant	0.781	2.588
Crocuta_crocuta	extant	0.781	2.588
Chasmaporthetes	extinct	0.781	2.588
Chasmaporthetes	extinct	0.781	2.588
Chasmaporthetes	extinct	0.781	2.588
Parahyaena_brunnea	extant	0.781	2.588
Hyaenictis	extinct	0.781	2.588
Proteles	extinct	0.781	2.588
Canidae	extinct	0.781	2.588
Viverridae	extinct	0.781	2.588
Canis_mesomelas	extant	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Aonyx_capensis	extant	0.0117	2.588
Canis_mesomelas	extant	0.0117	2.588
Hyaenidae	extinct	0.0117	2.588
Proteles_cristatus	extinct	0.0117	2.588
Parahyaena_brunnea	extant	0.0117	2.588
Suricata_suricatta	extinct	0.0117	2.588
Chasmaporthetes	extinct	0.0117	2.588
Lycaon	extinct	0.0117	2.588
Otocyon	extinct	0.0117	2.588
Mellivora	extinct	0.0117	2.588
Atilax	extinct	0.0117	2.588
Herpestes_sanguineus	extant	0.0117	2.588
Viverridae	extinct	0.0117	2.588
Canidae	extinct	0.0117	2.588
Felidae	extinct	0.0117	2.588
Canis_mesomelas	extant	0.0117	5.333
Panthera_pardus	extant	0.0117	5.333
Canis_mesomelas	extant	2.588	5.333
Panthera_pardus	extant	2.588	5.333
Soricidae	extinct	2.588	5.333
Crocuta_crocuta	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Aonyx_capensis	extant	0.0117	2.588
Acinonyx_jubatus	extant	0.0117	2.588
Canis_mesomelas	extant	0.0117	2.588
Hyaenidae	extinct	0.0117	2.588
Vulpes_chama	extant	0.0117	2.588
Parahyaena_brunnea	extant	0.0117	2.588
Cynictis_penicillata	extant	0.0117	2.588
Suricata_suricatta	extinct	0.0117	2.588
Megantereon_cultridens	extinct	0.0117	2.588
Proteles	extinct	0.0117	2.588
Chasmaporthetes	extinct	0.0117	2.588
Herpestidae	extinct	0.0117	2.588
Atilax	extinct	0.0117	2.588
Viverridae	extinct	0.0117	2.588
Felis_libyca	extant	0.0117	2.588
Canidae	extinct	0.0117	2.588
Genetta_tigrina	extant	0.0117	2.588
Manis	extinct	0.0117	2.588
Canidae	extinct	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Canis_mesomelas	extant	0.0117	2.588
Hyaenidae	extinct	0.0117	2.588
Proteles_cristatus	extinct	0.0117	2.588
Suricata_suricatta	extinct	0.0117	2.588
Viverridae	extinct	0.0117	2.588
Viverridae	extinct	0.0117	2.588
Canidae	extinct	0.0117	2.588
Canidae	extinct	0.0117	2.588
Hyaenidae	extinct	2.588	5.333
Felidae	extinct	2.588	5.333
Hyaenidae	extinct	2.588	3.6
Felidae	extinct	2.588	3.6
Crocuta	extinct	2.588	3.6
Hyaenidae	extinct	2.588	3.6
Crocuta_crocuta	extant	0.0117	2.588
Genetta	extinct	0.0117	2.588
Viverridae	extinct	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Vulpes_chama	extant	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Canis_aureus	extant	0	2.588
Crocuta_crocuta	extant	0	2.588
Felis_libyca	extant	0	2.588
Vulpes_vulpes	extant	0	2.588
Canis	extinct	0	2.588
Mustelidae	extinct	0	2.588
Ursus	extinct	0	2.588
Felis_libyca	extant	0.0117	2.588
Canis	extinct	0	0.0117
Hyaena_hyaena	extant	0	0.0117
Genetta	extinct	0	0.0117
Viverridae	extinct	0	0.0117
Canis	extinct	0	0.0117
Mellivora_capensis	extant	0	0.0117
Felidae	extinct	0	0.0117
Herpestes_sanguineus	extant	0	0.0117
Genetta	extinct	0	0.0117
Viverridae	extinct	0	0.0117
Felis_silvestris	extant	0	0.0117
Viverridae	extinct	0	0.0117
Canis	extinct	0	0.0117
Mellivora_capensis	extant	0	0.0117
Arctocephalus_pusillus	extant	0	0.0117
Canis	extinct	0	0.0117
Mellivora_capensis	extant	0	0.0117
Panthera_pardus	extant	0	0.0117
Caracal_caracal	extant	0	0.0117
Herpestes_ichneumon	extant	0	0.0117
Arctocephalus_pusillus	extant	0	0.0117
Herpestes_pulverulentus	extant	0	0.0117
Canis_mesomelas	extant	0	2.588
Mellivora_capensis	extant	0	2.588
Crocuta_crocuta	extant	0	2.588
Felis_libyca	extant	0	2.588
Otocyon_megalotis	extant	0	2.588
Aonyx_capensis	extant	0	2.588
Genetta_genetta	extant	0	2.588
Mungos_mungo	extant	0	2.588
Herpestes_ichneumon	extant	0	2.588
Mellivora_capensis	extant	0	2.588
Panthera_pardus	extant	0	2.588
Herpestes_sanguineus	extant	0	2.588
Parahyaena_brunnea	extant	0	2.588
Canis_mesomelas	extant	0.0117	2.588
Mellivora_capensis	extant	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Felis_libyca	extant	0.0117	2.588
Lycaon_pictus	extant	0.0117	2.588
Aonyx_capensis	extant	0.0117	2.588
Ictonyx_striatus	extant	0.0117	2.588
Acinonyx_jubatus	extant	0.0117	2.588
Caracal_serval	extant	0.0117	2.588
Vulpes_chama	extant	0.0117	2.588
Parahyaena_brunnea	extant	0.0117	2.588
Genetta_tigrina	extant	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Arctocephalus_pusillus	extant	0.0117	2.588
Lobodon_carcinophaga	extant	0.0117	2.588
Herpestes	extinct	0.0117	2.588
Crocuta_crocuta	extant	0	0.0117
Panthera_pardus	extant	0	0.0117
Canis_mesomelas	extant	0	2.588
Mellivora_capensis	extant	0	2.588
Felis_libyca	extant	0	2.588
Ictonyx_striatus	extant	0	2.588
Genetta	extinct	0	2.588
Parahyaena_brunnea	extant	0	2.588
Arctocephalus_pusillus	extant	0	2.588
Mirounga_leonina	extant	0	2.588
Herpestes	extinct	0	2.588
Manis	extinct	0	0.0117
Canis_mesomelas	extant	0.0117	2.588
Mellivora_capensis	extant	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Felis_libyca	extant	0.0117	2.588
Lycaon_pictus	extant	0.0117	2.588
Otocyon_megalotis	extant	0.0117	2.588
Caracal_caracal	extant	0.0117	2.588
Aonyx_capensis	extant	0.0117	2.588
Acinonyx_jubatus	extant	0.0117	2.588
Genetta	extinct	0.0117	2.588
Felis_nigripes	extinct	0.0117	2.588
Vulpes_chama	extant	0.0117	2.588
Parahyaena_brunnea	extant	0.0117	2.588
Cynictis_penicillata	extant	0.0117	2.588
Suricata_suricatta	extinct	0.0117	2.588
Herpestes_ichneumon	extant	0.0117	2.588
Atilax_paludinosus	extant	0.0117	2.588
Panthera_leo	extant	0	2.588
Parahyaena_brunnea	extant	0	2.588
Canis	extinct	0	2.588
Canis	extinct	0	0.0117
Hyaena_hyaena	extant	0	0.0117
Genetta	extinct	0	0.0117
Felis_silvestris	extant	0	0.0117
Viverridae	extinct	0	0.0117
Crocidura	extinct	0	0.0117
Canis_mesomelas	extant	0.0117	5.333
Canidae	extinct	0.0117	5.333
Crocuta_crocuta	extant	0.0117	5.333
Hyaenidae	extinct	0.0117	5.333
Canis_mesomelas	extant	0.0117	2.588
Canis_adustus	extant	0.0117	2.588
Canis	extinct	0.0117	2.588
Otocyon	extinct	0.0117	2.588
Canidae	extinct	0.0117	2.588
Mellivora_capensis	extant	0.0117	2.588
Crocuta_crocuta	extant	0.0117	2.588
Panthera_leo	extant	0.0117	2.588
Panthera_pardus	extant	0.0117	2.588
Felis_libyca	extant	0.0117	2.588
Felidae	extinct	0.0117	2.588
Lycaon_pictus	extant	0.0117	2.588
Otocyon_megalotis	extant	0.0117	2.588
Hyaena_hyaena	extant	0.0117	2.588
Caracal_caracal	extant	0.0117	2.588
Ichneumia_albicauda	extant	0.0117	2.588
Mustelidae	extinct	1.806	2.588
Mustelidae	extinct	5.333	23.03
Machairodus	extinct	2.588	23.03
Canis	extinct	0	2.588
Panthera_leo	extant	0	2.588
Aonyx	extinct	0	2.588
Lutra_maculicollis	extant	0	2.588
Felis	extinct	0	2.588
Lycaon_pictus	extant	0	2.588
Panthera_leo	extant	0	2.588
Lycaon_pictus	extant	0	2.588
Carnivora	extinct	0	2.588
Carnivora	extinct	0	2.588
Creodonta	extinct	11.62	13.82
Canis	extinct	0	0.0117
Civettictis_civetta	extant	0	0.0117
Rousettus	extinct	0	0.0117
Crossarchus	extinct	0	0.0117
Scutisorex	extinct	0	0.0117
Viverridae	extinct	0	0.0117
Miniopterus	extinct	0	0.0117
Bdeogale	extinct	0	0.0117
Rousettus	extinct	0	0.0117
Rousettus	extinct	0	0.0117
